VEHICLE TYPE,STATE,MONTH,YEAR,MAKE,MODEL,VARIANT,IDV_VALUE
Two Wheeler,Arunachal Pradesh,March,2021,BGAUSS,A2,LITHIUM-ION,64600*
Two Wheeler,Arunachal Pradesh,March,2021,BGAUSS,B8,LEAD-ACID,59850*
Two Wheeler,Arunachal Pradesh,March,2021,BGAUSS,B8,LI,84550*
Two Wheeler,Arunachal Pradesh,March,2021,BGAUSS,B8,LITHIUM-ION,78850*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,F900 R,STANDARD,1026000*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,F900 XR,PRO,1178000*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,F900 XR,STANDARD,1040250*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,G 310 R,STANDARD,237500*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,G310GS,STANDARD,275500*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,M 1000 RR,COMPETITION,4275000*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,M 1000 RR,STANDARD,3990000*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,R 1250 GS,PRO,1942750*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,R 1250 GS ADVENTURE,PRO,2123250*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,R 1250 R,STANDARD,1543750*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,R NINE T SCRAMBLER,STANDARD,1591250*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,R NINET,STANDARD,1757500*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,R18,CLASSIC,2280000*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,R18,FIRST EDITION,2142250*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,R18,STANDARD,1890500*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,S 1000 XR,PRO,2023500*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,S1000 RR,PRO,2033000*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,S1000 RR,PRO M SPORT,2256250*
Two Wheeler,Arunachal Pradesh,March,2021,BMW,S1000 RR,STANDARD,1852500*
Two Wheeler,Arunachal Pradesh,March,2021,CARBERRY,DOUBLE BARREL,1000CC,698250*
Two Wheeler,Arunachal Pradesh,March,2021,CF MOTO,300NK,STANDARD,217550*
Two Wheeler,Arunachal Pradesh,March,2021,CF MOTO,650GT,STANDARD,521550*
Two Wheeler,Arunachal Pradesh,March,2021,CF MOTO,650MT,STANDARD,474050*
Two Wheeler,Arunachal Pradesh,March,2021,CF MOTO,650NK,STANDARD,379050*
Two Wheeler,Arunachal Pradesh,March,2021,CRAYON,ENVY,LITHIUM-ION,61750*
Two Wheeler,Arunachal Pradesh,March,2021,CRAYON,ENVY,VRLA,50350*
Two Wheeler,Arunachal Pradesh,March,2021,CRAYON,ZEEZ,LITHIUM-ION,55100*
Two Wheeler,Arunachal Pradesh,March,2021,CRAYON,ZEEZ,VRLA,45600*
Two Wheeler,Arunachal Pradesh,March,2021,DELTIC,DRIXX,STANDARD,44641*
Two Wheeler,Arunachal Pradesh,March,2021,DELTIC,EZ,STANDARD,38000*
Two Wheeler,Arunachal Pradesh,March,2021,DETEL EV,EASY,STANDARD,18999*
Two Wheeler,Arunachal Pradesh,March,2021,DUCATI,MULTISTRADA 950,S,1471550*
Two Wheeler,Arunachal Pradesh,March,2021,DUCATI,PANIGALE V2,STANDARD,1661550*
Two Wheeler,Arunachal Pradesh,March,2021,DUCATI,SCRAMBLER 1100,DARK PRO,1044050*
Two Wheeler,Arunachal Pradesh,March,2021,DUCATI,SCRAMBLER 1100,PRO,1135250*
Two Wheeler,Arunachal Pradesh,March,2021,DUCATI,SCRAMBLER 1100,PRO SPORT,1305300*
Two Wheeler,Arunachal Pradesh,March,2021,DUCATI,SCRAMBLER DESERT SLED,STANDARD,1034550*
Two Wheeler,Arunachal Pradesh,March,2021,DUCATI,SCRAMBLER ICON,DARK,759050*
Two Wheeler,Arunachal Pradesh,March,2021,DUCATI,SCRAMBLER ICON,NIGHT SHIFT,893000*
Two Wheeler,Arunachal Pradesh,March,2021,DUCATI,SCRAMBLER ICON,STANDARD,806550*
Two Wheeler,Arunachal Pradesh,March,2021,DUCATI,SCRAMBLER NIGHTSHIFT,STANDARD,931000*
Two Wheeler,Arunachal Pradesh,March,2021,EEVE,4U,STANDARD,66985*
Two Wheeler,Arunachal Pradesh,March,2021,EEVE,AHAVA,STANDARD,53105*
Two Wheeler,Arunachal Pradesh,March,2021,EEVE,ATREO,STANDARD,61655*
Two Wheeler,Arunachal Pradesh,March,2021,EEVE,WIND,STANDARD,52165*
Two Wheeler,Arunachal Pradesh,March,2021,EEVE,XENIAA,STANDARD,70217*
Two Wheeler,Arunachal Pradesh,March,2021,EEVE,YOUR,STANDARD,49312*
Two Wheeler,Arunachal Pradesh,March,2021,EIDER,DAVE,150CC,128108*
Two Wheeler,Arunachal Pradesh,March,2021,EIDER,DRONZER,150CC,73150*
Two Wheeler,Arunachal Pradesh,March,2021,EIDER,ETANIA,150CC,64125*
Two Wheeler,Arunachal Pradesh,March,2021,EIDER,LEORA,125CC,47025*
Two Wheeler,Arunachal Pradesh,March,2021,EIDER,POLICE,650CC,380000*
Two Wheeler,Arunachal Pradesh,March,2021,EIDER,RUDDY,150CC,51490*
Two Wheeler,Arunachal Pradesh,March,2021,EIDER,STOIC,110CC,46550*
Two Wheeler,Arunachal Pradesh,March,2021,GEMOPAI,ASTRID LITE,STD,75991*
Two Wheeler,Arunachal Pradesh,March,2021,GEMOPAI,MISO,STANDARD,41800*
Two Wheeler,Arunachal Pradesh,March,2021,GEMOPAI,RYDER,STD,57000*
Two Wheeler,Arunachal Pradesh,March,2021,HARLEY-DAVIDSON,1200 CUSTOM,STANDARD,1034550*
Two Wheeler,Arunachal Pradesh,March,2021,HARLEY-DAVIDSON,FAT BOY,STANDARD,1733750*
Two Wheeler,Arunachal Pradesh,March,2021,HARLEY-DAVIDSON,FORTY EIGHT,STANDARD,1007950*
Two Wheeler,Arunachal Pradesh,March,2021,HARLEY-DAVIDSON,FORTY EIGHT SPECIAL,STANDARD,1043100*
Two Wheeler,Arunachal Pradesh,March,2021,HARLEY-DAVIDSON,IRON 883,STANDARD,891100*
Two Wheeler,Arunachal Pradesh,March,2021,HARLEY-DAVIDSON,LOW RIDER,STANDARD,1306250*
Two Wheeler,Arunachal Pradesh,March,2021,HARLEY-DAVIDSON,LOW RIDER S,STANDARD,1395550*
Two Wheeler,Arunachal Pradesh,March,2021,HARLEY-DAVIDSON,STREET 750,STANDARD,445550*
Two Wheeler,Arunachal Pradesh,March,2021,HARLEY-DAVIDSON,STREET ROD,STANDARD,569050*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,DESTINI 125,100 MILLION EDITION,72200*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,DESTINI 125,LX BS VI,66310*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,DESTINI 125,PLATINUM,68448*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,DESTINI 125,VX BS VI,70680*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,GLAMOUR,BLAZE EDITION - DISC - BS VI,74443*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,GLAMOUR,BLAZE EDITION - DRUM - BS VI,71118*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,GLAMOUR,DISC 100 MILLION EDITION,75013*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,GLAMOUR,DISC BS VI,73303*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,GLAMOUR,DRUM 100 MILLION EDITION,71688*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,GLAMOUR,DRUM BS VI,69978*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,HF DELUXE,KICK ALLOY BS VI,53105*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,HF DELUXE,KICK SPOKE BS VI,52155*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,HF DELUXE,SELF ALLOY BS VI,56905*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,HF DELUXE I3S,SELF START BS VI,58164*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,MAESTRO EDGE 110,100 MILLION EDITION,66595*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,MAESTRO EDGE 110,ALLOY WHEEL,64885*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,MAESTRO EDGE 110,DRUM BRAKE ALLOY WHEEL VX,63460*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,MAESTRO EDGE 125,ALLOY WHEEL DISC BS VI,72058*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,MAESTRO EDGE 125,ALLOY WHEEL DRUM BS VI,69968*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,MAESTRO EDGE 125,PRISMATIC COLOR TECH BS VI,68353*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,MAESTRO EDGE 125,STEALTH EDITION BS VI,73483*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,PASSION PRO 110,DISC 100 MILLION EDITION,67374*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,PASSION PRO 110,DISC BS VI,65664*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,PASSION PRO 110,DRUM 100 MILLION EDITION,65284*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,PASSION PRO 110,DRUM BS VI,63574*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,PLEASURE PLUS 110,CAST WHEEL BS VI,60933*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,PLEASURE PLUS 110,PLATINUM,63308*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,PLEASURE PLUS 110,SHEET METAL WHEEL BS VI,58796*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,SPLENDOR ISMART 110,DISC FI BS VI,65598*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,SPLENDOR ISMART 110,FI BS VI,63508*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,SPLENDOR PLUS,BLACK AND ACCENT EDITION,61612*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,SPLENDOR PLUS,DRUM 100 MILLION EDITION,63322*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,SPLENDOR PLUS,KICK ALLOY BS VI,58278*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,SPLENDOR PLUS,SELF ALLOY BS VI,60463*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,SPLENDOR PLUS,SELF ALLOY I3S BS VI,61612*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,SUPER SPLENDOR,SELF-DISC ALLOY BS VI,71630*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,SUPER SPLENDOR,SELF-DRUM ALLOY BS VI,68305*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,XPULSE 200,STANDARD,109469*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,XPULSE 200T,STANDARD,107160*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,XTREME 160R,100 MILLION EDITION,107065*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,XTREME 160R,DUAL DISC,105355*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,XTREME 160R,FRONT DISC,102505*
Two Wheeler,Arunachal Pradesh,March,2021,HERO,XTREME 200S,STANDARD,113548*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,DASH,STANDARD,58900*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,FLASH,LEAD ACID,35224*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,FLASH,LITHIUM-ION,44641*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,NYX,E2,57000*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,NYX,E5,61409*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,NYX,ER,66266*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,NYX,HX,61408*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,OPTIMA,E5,58773*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,OPTIMA,ER,65285*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,OPTIMA,LEAD ACID,39682*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,OPTIMA,LITHIUM-ION,51567*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,PHOTON,48V,62191*
Two Wheeler,Arunachal Pradesh,March,2021,HERO ELECTRIC,PHOTON,72V,58775*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,ACTIVA 125 FI,ALLOY BS VI,74522*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,ACTIVA 125 FI,DELUXE BS VI,77851*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,ACTIVA 125 FI,STANDARD BS VI,71036*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,ACTIVA 6G,20TH YEAR ANNIVERSARY DELUXE,69711*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,ACTIVA 6G,20TH YEAR ANNIVERSARY STANDARD,68053*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,ACTIVA 6G,DELUXE,68286*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,ACTIVA 6G,STANDARD,66628*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,AFRICA TWIN,ADVENTURE SPORTS - DCT,1662975*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,AFRICA TWIN,ADVENTURE SPORTS - MANUAL,1516675*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,CB SHINE,DISC BS VI,74128*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,CB SHINE,DRUM BS VI,69571*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,CB350RS,DUAL TONE,188100*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,CB350RS,STANDARD,186200*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,CB500X,STANDARD,653017*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,CD 110 DREAM,DELUXE,62340*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,CD 110 DREAM,STANDARD,61390*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,DIO,DELUXE BS VI,67902*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,DIO,REPSOL EDITION,70277*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,DIO,STANDARD BS VI,64674*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,GRAZIA,DELUXE,80835*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,GRAZIA,SPORTS EDITION - DISC,80077*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,GRAZIA,STANDARD,73876*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,HIGHNESS CB 350,DLX,177175*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,HIGHNESS CB 350,DLX PRO,182875*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,HORNET 2.0,REPSOL EDITION,126891*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,HORNET 2.0,STANDARD,124991*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,LIVO,DISC BS VI,73662*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,LIVO,DRUM BS VI,69672*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,SP125,DISC,79181*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,SP125,DRUM,75099*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,UNICORN,STANDARD BS VI,94156*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,X-BLADE,DUAL DISC,109834*
Two Wheeler,Arunachal Pradesh,March,2021,HONDA,X-BLADE,SINGLE DISC,105664*
Two Wheeler,Arunachal Pradesh,March,2021,HUSQVARNA,SVARTPILEN 250,STANDARD,182370*
Two Wheeler,Arunachal Pradesh,March,2021,HUSQVARNA,VITPILEN 250,STANDARD,182734*
Two Wheeler,Arunachal Pradesh,March,2021,JAWA,300,DUAL CHANNEL ABS BS VI,176862*
Two Wheeler,Arunachal Pradesh,March,2021,JAWA,300,SINGLE CHANNEL ABS BS VI,168367*
Two Wheeler,Arunachal Pradesh,March,2021,JAWA,FORTY TWO,DUAL CHANNEL ABS BS VI,165462*
Two Wheeler,Arunachal Pradesh,March,2021,JAWA,FORTY TWO,SINGLE CHANNEL ABS BS VI,156967*
Two Wheeler,Arunachal Pradesh,March,2021,JAWA,FORTY TWO,VERSION 2.1,174745*
Two Wheeler,Arunachal Pradesh,March,2021,JAWA,PERAK,STANDARD,184775*
Two Wheeler,Arunachal Pradesh,March,2021,JOY EBIKE,E MONSTER,STANDARD,94905*
Two Wheeler,Arunachal Pradesh,March,2021,JOY EBIKE,GEN NXT NANU,STANDARD,39900*
Two Wheeler,Arunachal Pradesh,March,2021,JOY EBIKE,GLOB,STANDARD,66263*
Two Wheeler,Arunachal Pradesh,March,2021,JOY EBIKE,HONEYBEE,STANDARD,40090*
Two Wheeler,Arunachal Pradesh,March,2021,JOY EBIKE,MONSTER,STANDARD,94049*
Two Wheeler,Arunachal Pradesh,March,2021,JOY EBIKE,NANU,BUTTERFLY,31825*
Two Wheeler,Arunachal Pradesh,March,2021,JOY EBIKE,NANU,HONEYBEE,33250*
Two Wheeler,Arunachal Pradesh,March,2021,JOY EBIKE,WOLF,STANDARD,68875*
Two Wheeler,Arunachal Pradesh,March,2021,KABIRA MOBILITY,AETOS 100,LITHIUM-ION,52250*
Two Wheeler,Arunachal Pradesh,March,2021,KABIRA MOBILITY,INTERCITY AEOLUS,LITHIUM-ION,65541*
Two Wheeler,Arunachal Pradesh,March,2021,KABIRA MOBILITY,INTERCITY NEO,LITHIUM-ION,54150*
Two Wheeler,Arunachal Pradesh,March,2021,KABIRA MOBILITY,KM 3000,LITHIUM-ION,120641*
Two Wheeler,Arunachal Pradesh,March,2021,KABIRA MOBILITY,KM 4000,STANDARD,130141*
Two Wheeler,Arunachal Pradesh,March,2021,KABIRA MOBILITY,KOLLEGIO,LITHIUM-ION,43691*
Two Wheeler,Arunachal Pradesh,March,2021,KABIRA MOBILITY,KOLLEGIO NEO,LITHIUM-ION,44650*
Two Wheeler,Arunachal Pradesh,March,2021,KABIRA MOBILITY,KOLLEGIO PLUS,LITHIUM-ION,45600*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,NINJA 1000,SX,1048800*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,NINJA 300,STANDARD,302100*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,NINJA 650,STANDARD,607050*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,NINJA ZX-10R,STANDARD,1424050*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,VERSYS 1000,BS VI,1063050*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,VERSYS 650,STANDARD,659300*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,VULCAN S,STANDARD,564300*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,W800,STREET,673550*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,Z H2,SE,2460500*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,Z H2,STANDARD,2080500*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,Z650,STANDARD,573800*
Two Wheeler,Arunachal Pradesh,March,2021,KAWASAKI,Z900,STANDARD,778050*
Two Wheeler,Arunachal Pradesh,March,2021,KOMAKI,M5,STANDARD,94050*
Two Wheeler,Arunachal Pradesh,March,2021,KOMAKI,SE,STANDARD,91200*
Two Wheeler,Arunachal Pradesh,March,2021,KOMAKI,SUPER,STANDARD,28025*
Two Wheeler,Arunachal Pradesh,March,2021,KOMAKI,TN-95,STANDARD,93100*
Two Wheeler,Arunachal Pradesh,March,2021,KOMAKI,X2 VOGUE,STANDARD,44650*
Two Wheeler,Arunachal Pradesh,March,2021,KOMAKI,XGT KM,STANDARD,40375*
Two Wheeler,Arunachal Pradesh,March,2021,KOMAKI,XONE,STANDARD,42750*
Two Wheeler,Arunachal Pradesh,March,2021,KTM,125 DUKE,BS VI FACELIFT,146090*
Two Wheeler,Arunachal Pradesh,March,2021,KTM,200 DUKE,BS VI,174618*
Two Wheeler,Arunachal Pradesh,March,2021,KTM,250 ADVENTURE,STANDARD,243340*
Two Wheeler,Arunachal Pradesh,March,2021,KTM,250 DUKE,BS VI,208812*
Two Wheeler,Arunachal Pradesh,March,2021,KTM,390 ADVENTURE,STANDARD,298954*
Two Wheeler,Arunachal Pradesh,March,2021,KTM,390 DUKE,BS VI,259547*
Two Wheeler,Arunachal Pradesh,March,2021,KTM,RC125,BS VI,156596*
Two Wheeler,Arunachal Pradesh,March,2021,KTM,RC200,BS VI,197083*
Two Wheeler,Arunachal Pradesh,March,2021,KTM,RC390,BS VI,249958*
Two Wheeler,Arunachal Pradesh,March,2021,LIIONS ELEKTRIK SOLUTIONS,SPOCK ELECTRIC SCOOTER,STANDARD,61750*
Two Wheeler,Arunachal Pradesh,March,2021,LOHIA,OMA STAR LI,STANDARD,49163*
Two Wheeler,Arunachal Pradesh,March,2021,LOHIA,OMASTAR,STANDARD,39372*
Two Wheeler,Arunachal Pradesh,March,2021,M2GO,CIVITAS,STANDARD,98800*
Two Wheeler,Arunachal Pradesh,March,2021,M2GO,X1,STANDARD,89775*
Two Wheeler,Arunachal Pradesh,March,2021,MAHINDRA,MOJO,BLACK PEARL,189905*
Two Wheeler,Arunachal Pradesh,March,2021,MAHINDRA,MOJO,GARNET BLACK,201400*
Two Wheeler,Arunachal Pradesh,March,2021,MAHINDRA,MOJO,RED AGATE,206625*
Two Wheeler,Arunachal Pradesh,March,2021,MAHINDRA,MOJO,RUBY RED,206625*
Two Wheeler,Arunachal Pradesh,March,2021,MERICO,EAGLE-100 4.8,STANDARD,40708*
Two Wheeler,Arunachal Pradesh,March,2021,MERICO,EAGLE-100 6.0,STANDARD,47292*
Two Wheeler,Arunachal Pradesh,March,2021,MERICO,EVANKA,STANDARD,59380*
Two Wheeler,Arunachal Pradesh,March,2021,MERICO,FASHIA,STANDARD,58245*
Two Wheeler,Arunachal Pradesh,March,2021,MERICO,SPEEDSTAR,STANDARD,51007*
Two Wheeler,Arunachal Pradesh,March,2021,NDS ECO MOTORS PVT. LTD.,ALFA,STD,67797*
Two Wheeler,Arunachal Pradesh,March,2021,NDS ECO MOTORS PVT. LTD.,LIO,STD,78275*
Two Wheeler,Arunachal Pradesh,March,2021,NDS ECO MOTORS PVT. LTD.,LIO +,STD,116850*
Two Wheeler,Arunachal Pradesh,March,2021,ODYSSE,E2GO,LITE,60799*
Two Wheeler,Arunachal Pradesh,March,2021,ODYSSE,E2GO,STANDARD,50349*
Two Wheeler,Arunachal Pradesh,March,2021,ODYSSE,EVOQIS,STANDARD,142500*
Two Wheeler,Arunachal Pradesh,March,2021,ODYSSE,HAWK,STANDARD,70299*
Two Wheeler,Arunachal Pradesh,March,2021,ODYSSE,HAWK +,STANDARD,93575*
Two Wheeler,Arunachal Pradesh,March,2021,ODYSSE,HAWK LITE,STANDARD,80749*
Two Wheeler,Arunachal Pradesh,March,2021,ODYSSE,RACER,STANDARD,56525*
Two Wheeler,Arunachal Pradesh,March,2021,ODYSSE,RACER LITE,STANDARD,72200*
Two Wheeler,Arunachal Pradesh,March,2021,OKINAWA,DUAL,B2B,56048*
Two Wheeler,Arunachal Pradesh,March,2021,OKINAWA,I-PRAISE,PLUS,103292*
Two Wheeler,Arunachal Pradesh,March,2021,OKINAWA,LITE,STANDARD,56991*
Two Wheeler,Arunachal Pradesh,March,2021,OKINAWA,PRAISE,PRO,75313*
Two Wheeler,Arunachal Pradesh,March,2021,OKINAWA,R30,STANDARD,56042*
Two Wheeler,Arunachal Pradesh,March,2021,OKINAWA,RIDGE PLUS,STANDARD,69746*
Two Wheeler,Arunachal Pradesh,March,2021,ONE ELECTRIC,KRIDN,STANDARD,122550*
Two Wheeler,Arunachal Pradesh,March,2021,PALATINO,ANGEL,STANDARD,33249*
Two Wheeler,Arunachal Pradesh,March,2021,PALATINO,PRINCESS,STANDARD,34199*
Two Wheeler,Arunachal Pradesh,March,2021,PALATINO,RYAN,STANDARD,37049*
Two Wheeler,Arunachal Pradesh,March,2021,PALATINO,SPYKAR,STANDARD,36099*
Two Wheeler,Arunachal Pradesh,March,2021,PALATINO,SUNSHINE,STANDARD,34199*
Two Wheeler,Arunachal Pradesh,March,2021,PURE EV,EGNITE,STANDARD,45124*
Two Wheeler,Arunachal Pradesh,March,2021,PURE EV,EPLUTO,STANDARD,68399*
Two Wheeler,Arunachal Pradesh,March,2021,PURE EV,EPLUTO 7G,STANDARD,75999*
Two Wheeler,Arunachal Pradesh,March,2021,PURE EV,ETRANCE,STANDARD,49399*
Two Wheeler,Arunachal Pradesh,March,2021,PURE EV,ETRANCE PLUS,STANDARD,54149*
Two Wheeler,Arunachal Pradesh,March,2021,PURE EV,ETRON,NEO,72199*
Two Wheeler,Arunachal Pradesh,March,2021,PURE EV,ETRON,PLUS,33249*
Two Wheeler,Arunachal Pradesh,March,2021,PURE EV,ETRON,STANDARD,29924*
Two Wheeler,Arunachal Pradesh,March,2021,RAFTAAR,ELECTRICA,STANDARD,46113*
Two Wheeler,Arunachal Pradesh,March,2021,RAFTAAR,GALAXY,STANDARD,49305*
Two Wheeler,Arunachal Pradesh,March,2021,REVOLT,RV 300,STANDARD,90249*
Two Wheeler,Arunachal Pradesh,March,2021,REVOLT,RV 400,PREMIUM,113049*
Two Wheeler,Arunachal Pradesh,March,2021,REVOLT,RV 400,STANDARD,98799*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,BULLET 350,ES X EFI BS VI,135570*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,BULLET 350,KS X EFI BS VI,120739*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,BULLET 350,STANDARD EFI BS VI,126598*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,CLASSIC 350,BS VI EFI,161136*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,CLASSIC 350,CHROME AND STEALTH BS VI,177003*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,CLASSIC 350,GUN METAL GREY BS VI,162880*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,CLASSIC 350,GUN METAL GREY BS VI ALLOY,174006*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,CLASSIC 350,ORANGE EMBER & METALLO SILVER,175989*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,CLASSIC 350,SANDSTONE AND AIRBORNE BS VI,170819*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,CLASSIC 350,SINGLE CHANNEL ABS BS VI,153604*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,CONTINENTAL GT 650,CHROME,288367*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,CONTINENTAL GT 650,CUSTOM,275881*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,CONTINENTAL GT 650,STANDARD,268387*
Two Wheeler,Arunachal Pradesh,March,2021,ROYAL ENFIELD,HIMALAYAN,DUAL TONE BS VI FACELIFT,194736*
